image_name,captions,Generated
1008.jpg,"['অনেক গুলো লোক একটি উঁচু জায়েগায়ে দারিয়ে আছে ।', 'দুই জন মানুষ বশে আছে আর বাকিরা দারিয়ে আছে ।', 'কয় একজন লোক একটি মোটরসাইকেল এর পিছনে দারিয়ে আছে ।', 'একটি কমলা রং এর মেয়ে বসে আছে তার পাশে তিন জন ছেলে দারিয়ে আছে ।', 'অনেক গুলো মানুষ একটি উঁচু জায়েগায়ে দারিয়ে আছে এবং কিছু মানুষ নিছু জায়েগাতে দারিয়ে আছে ।']",
1022.jpg,"['পাহাড়ের উপর একটি লাল রং এর বাড়ি আছে ।', 'পাহাড়ের উপর একটি বাড়ি ও চারটি গাছ আছে ।', 'একটি বাড়ি ও বাড়ির পিসনে চারটি গাছ আছে ।', 'একটি বাড়ি ও চারতি গাছের পিছনে কুয়াশার মধ্যে পাহাড় আছে ।', 'একটি লাল বাড়ির পিছনে চারতি গাছ আছে ।']",
1024.jpg,"['একটি গাছে কিছু সাদা ফুল আছে ।', 'একটি গাছে সদুজ পাতা ও কিছু সাদা ফুল আছে ।', 'এক্তু গাছ আছে এবং গাছের পিছনে কিছু বড় গাছ আছে ।', 'এক্তু গাছ আছে এবং গাছে চারটি সবুজ ফুল আছে ।', 'একটি গাছে চারটি ফুল আছে এবং গাছের পিছনে কিছু বড় গাছ আছে ।']",
1032.jpg,"['তিন জন মানুষ আছে ।', 'তিন জন মানুষ আছে এবং এদের মধ্যে দুই জন মেয়ে ও একজন ছেলে ।', 'তিন জন মেয়ের মধ্যে একজন টুপি পরে আছে ।', 'তিন জন মানুশের পিছনে অনেক মানুষ আছে ।', 'তিন জন মানুষ ও পিছনের অনেক মানুষ এর উপর লাল আল পড়েছে ।']",
1033.jpg,"['একজন মানুষ দারিয়ে আছে ।', 'একজন ছেলে দারিয়ে আছে এবং তার উপর লাল আল পড়ছে ।', 'একজন ছেলে দারিয়ে আছে চশমা পরে ।', 'একজন ছেলে কাল গাঞ্জি ও চশমা পরে দারিয়ে আছে ।', 'একজন ছেলে চশমা পরে দারিয়ে আছে এবং তার আছে পাশে অনেক মানুষ আছে ।']",
1034.jpg,"['একটি পাতা হীন গাছ আছে ।', 'একটি গাছ আছে এবং গাছে কোনও পাতা নাই ।', 'অনেক গুলো গাছ আছে এবং একটি গাছে কোনও পাতা নাই ।', 'একটি কাছে কোনও পাতা নাই এবং অই গাছটির সামনে অনেক গাছের পাতা আছে ।', 'একটি গাছে পাতা নাই এবং গাছটির পিছনে কুয়াশার মধ্যে কিছু পাহাড় আছে ।']",
1050.jpg,"['তিন জন ছেলে আছে ।', 'একজন মইকে গান গাচ্ছে ।', 'একজন গান গাচ্ছে এবং একজন গুইটার বাছাচ্ছে ।', 'একজন ছেলে চশমা পরে মধ্যে বসে আছে ।', 'একজন ছেলে চশমা পরে বসে আছে এবং দুই জন ছেলে পাশে বসে আছে ।']",
1055.jpg,"['একটি অবয়ব আছে ।', 'একটি অবয়ব এর সামনে কিছু ফুল আছে ।', 'একটি অবয়ব এর সামনে কিছু ফুলের গাছ আছে ।', 'একটি অবয়ব এর নিচে পানি আছে ।', 'একটি অবয়ব এর নিচে পানি আছে এবং এর সামনে কিছু ফুল গাছ আছে ।']",
1056.jpg,"['একটি ধাঁধাঁর মত অবয়ব আছে ।', 'অবয়বের মধ্যে কিছু মানুষ আছে ।', 'সবুজ গাছ দিয়ে একটি অবয়ব বানান আছে ।', 'কিছু মানুষ একটি অবয়ব এর মধ্যে আছে ।', 'অবয়ব এর মধ্যে একটি ফাকা জায়েগা আছে ।']",
1065.jpg,"['একটি রাস্তা দেখা যাচ্ছে ।', 'একটি রাস্তা আছে এবং তার দুই পাশে দালান আছে ।', 'একটি রাস্তার দুই পাশে দালান আছে এবং কিছু গাছ আছে ।', 'একটি রাস্তার দুই পাশে দালান আছে এবং কিছু সবুজ গাছ আছে ।', 'অনেক দালানের মধ্যে দিয়ে একটি রাস্তা চলে গেছে ।']",
1069.jpg,"['একটি রাস্তা আছে ।', 'দালানের পাশে একটি রাস্তা আছে ।', 'রাস্তার পাশে কিছু গাছ আছে ।', 'রাস্তার পাশে কিছু সবুজ গাছ আছে ।', 'রাস্তার উপর কিছু তার আছে ।']",
1081.jpg,"['একটি কুকুর আছে ।', 'একটি গুলোর ঘুমিয়ে আছে ।', 'একটি বাদামি ও সাদা কুকুর ঘুমিয়ে আছে ।', 'একটি কুকুর মাটিতে শুয়ে আছে ।', 'একটি বাদামি ও সাদা কুকুর মাটিতে শুয়ে আছে ।']",
1087.jpg,"['একটি মেয়ে আছে ।', 'একটি মেয়ে বসে আছে ।', 'সাদা দেয়াল এর সামনে একটি মেয়ে বসে আছে ।', 'একটি মেয়ে বসে আছে ও তার কপালয়ে একটি কালো টিপ আছে ।', 'একটি মেয়ে শারি পরে বসে আছে ।']",
1090.jpg,"['একটি মেয়ে হিজাব পরে আছে ।', 'দেয়ালের সামনে একটি মেয়ে হিজাব পরে আছে ।', 'একটি মেয়ে লাল হিজাব পরে বামে তাকিয়ে আছে ।', 'দেয়ালের সামনে একটি মেয়ে হিজাব পরে আছে ।', 'কটি মেয়ে আছে ।']",
